,date_time,precip_accum_set_1,T_water_temp_set_1,volt_set_1,precip_accum_one_hour_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
23,2018-08-01 05:45:00,426.72,11.11,,,TRHC1,1912,-122.79333,40.72667
24,2018-08-01 06:00:00,426.72,11.17,12.4,,TRHC1,1912,-122.79333,40.72667
25,2018-08-01 06:15:00,426.72,11.17,,,TRHC1,1912,-122.79333,40.72667
26,2018-08-01 06:30:00,426.72,11.17,,,TRHC1,1912,-122.79333,40.72667
27,2018-08-01 06:45:00,426.72,11.17,,,TRHC1,1912,-122.79333,40.72667
28,2018-08-01 07:00:00,426.72,11.17,12.4,,TRHC1,1912,-122.79333,40.72667
29,2018-08-01 07:15:00,426.72,11.17,,,TRHC1,1912,-122.79333,40.72667
30,2018-08-01 07:30:00,426.72,11.17,,,TRHC1,1912,-122.79333,40.72667
31,2018-08-01 07:45:00,426.72,11.17,,,TRHC1,1912,-122.79333,40.72667
32,2018-08-01 08:00:00,426.72,11.22,12.4,,TRHC1,1912,-122.79333,40.72667
33,2018-08-01 08:15:00,426.72,11.17,,,TRHC1,1912,-122.79333,40.72667
34,2018-08-01 08:30:00,426.72,11.17,,,TRHC1,1912,-122.79333,40.72667
35,2018-08-01 08:45:00,426.72,11.17,,,TRHC1,1912,-122.79333,40.72667
36,2018-08-01 09:00:00,426.72,11.17,12.4,,TRHC1,1912,-122.79333,40.72667
37,2018-08-01 09:15:00,426.72,11.17,,,TRHC1,1912,-122.79333,40.72667
38,2018-08-01 09:30:00,426.72,11.17,,,TRHC1,1912,-122.79333,40.72667
39,2018-08-01 09:45:00,426.72,11.17,,,TRHC1,1912,-122.79333,40.72667
40,2018-08-01 10:00:00,426.72,11.17,12.3,0.0,TRHC1,1912,-122.79333,40.72667
41,2018-08-01 10:15:00,426.72,11.17,,,TRHC1,1912,-122.79333,40.72667
42,2018-08-01 10:30:00,426.72,11.17,,,TRHC1,1912,-122.79333,40.72667
43,2018-08-01 10:45:00,426.72,11.22,,,TRHC1,1912,-122.79333,40.72667
44,2018-08-01 11:00:00,426.72,11.17,12.3,,TRHC1,1912,-122.79333,40.72667
45,2018-08-01 11:15:00,426.72,11.17,,,TRHC1,1912,-122.79333,40.72667
46,2018-08-01 11:30:00,426.72,11.17,,,TRHC1,1912,-122.79333,40.72667
47,2018-08-01 11:45:00,426.72,11.17,,,TRHC1,1912,-122.79333,40.72667
48,2018-08-01 12:00:00,426.72,11.22,12.3,,TRHC1,1912,-122.79333,40.72667
49,2018-08-01 12:15:00,426.72,11.22,,,TRHC1,1912,-122.79333,40.72667
50,2018-08-01 12:30:00,426.72,11.17,,,TRHC1,1912,-122.79333,40.72667
51,2018-08-01 12:45:00,426.72,11.17,,,TRHC1,1912,-122.79333,40.72667
52,2018-08-01 13:00:00,426.72,11.17,12.3,,TRHC1,1912,-122.79333,40.72667
53,2018-08-01 13:15:00,426.72,11.17,,,TRHC1,1912,-122.79333,40.72667
54,2018-08-01 13:30:00,426.72,11.17,,,TRHC1,1912,-122.79333,40.72667
55,2018-08-01 13:45:00,426.72,11.17,,,TRHC1,1912,-122.79333,40.72667
56,2018-08-01 14:00:00,426.72,11.17,12.3,,TRHC1,1912,-122.79333,40.72667
57,2018-08-01 14:15:00,426.72,11.17,,,TRHC1,1912,-122.79333,40.72667
58,2018-08-01 14:30:00,426.72,11.17,,,TRHC1,1912,-122.79333,40.72667
59,2018-08-01 14:45:00,426.72,11.17,,,TRHC1,1912,-122.79333,40.72667
60,2018-08-01 15:00:00,426.72,11.17,12.3,,TRHC1,1912,-122.79333,40.72667
61,2018-08-01 15:15:00,426.72,11.17,,,TRHC1,1912,-122.79333,40.72667
62,2018-08-01 15:30:00,426.72,11.17,,,TRHC1,1912,-122.79333,40.72667
63,2018-08-01 15:45:00,426.72,11.17,,,TRHC1,1912,-122.79333,40.72667
64,2018-08-01 16:00:00,426.72,11.17,12.5,,TRHC1,1912,-122.79333,40.72667
65,2018-08-01 16:15:00,426.72,11.17,,,TRHC1,1912,-122.79333,40.72667
66,2018-08-01 16:30:00,426.72,11.17,,,TRHC1,1912,-122.79333,40.72667
67,2018-08-01 16:45:00,426.72,11.17,,,TRHC1,1912,-122.79333,40.72667
68,2018-08-01 17:00:00,426.72,11.22,13.0,0.0,TRHC1,1912,-122.79333,40.72667
69,2018-08-01 17:15:00,426.72,11.22,,,TRHC1,1912,-122.79333,40.72667
70,2018-08-01 17:30:00,426.72,11.22,,,TRHC1,1912,-122.79333,40.72667
71,2018-08-01 17:45:00,426.72,11.22,,,TRHC1,1912,-122.79333,40.72667
72,2018-08-01 18:00:00,426.72,11.22,13.6,0.0,TRHC1,1912,-122.79333,40.72667
73,2018-08-01 18:15:00,426.72,11.22,,,TRHC1,1912,-122.79333,40.72667
74,2018-08-01 18:30:00,426.72,11.22,,,TRHC1,1912,-122.79333,40.72667
75,2018-08-01 18:45:00,426.72,11.22,,,TRHC1,1912,-122.79333,40.72667
76,2018-08-01 19:00:00,426.72,11.22,13.5,,TRHC1,1912,-122.79333,40.72667
77,2018-08-01 19:15:00,426.72,11.22,,,TRHC1,1912,-122.79333,40.72667
78,2018-08-01 19:30:00,426.72,11.28,,,TRHC1,1912,-122.79333,40.72667
79,2018-08-01 19:45:00,426.72,11.28,,,TRHC1,1912,-122.79333,40.72667
80,2018-08-01 20:00:00,426.72,11.28,13.0,0.0,TRHC1,1912,-122.79333,40.72667
81,2018-08-01 20:15:00,426.72,11.28,,,TRHC1,1912,-122.79333,40.72667
82,2018-08-01 20:30:00,426.72,11.33,,,TRHC1,1912,-122.79333,40.72667
83,2018-08-01 20:45:00,426.72,11.33,,,TRHC1,1912,-122.79333,40.72667
84,2018-08-01 21:00:00,426.72,11.39,12.9,,TRHC1,1912,-122.79333,40.72667
85,2018-08-01 21:15:00,426.72,11.33,,,TRHC1,1912,-122.79333,40.72667
86,2018-08-01 21:30:00,426.72,11.39,,,TRHC1,1912,-122.79333,40.72667
87,2018-08-01 21:45:00,426.72,11.39,,,TRHC1,1912,-122.79333,40.72667
88,2018-08-01 22:00:00,426.72,11.44,12.8,0.0,TRHC1,1912,-122.79333,40.72667
89,2018-08-01 22:15:00,426.72,11.39,,,TRHC1,1912,-122.79333,40.72667
90,2018-08-01 22:30:00,426.72,11.39,,,TRHC1,1912,-122.79333,40.72667
91,2018-08-01 22:45:00,426.72,11.33,,,TRHC1,1912,-122.79333,40.72667
92,2018-08-01 23:00:00,426.72,11.33,12.6,,TRHC1,1912,-122.79333,40.72667
93,2018-08-01 23:15:00,426.72,11.28,,,TRHC1,1912,-122.79333,40.72667
94,2018-08-01 23:30:00,426.72,11.33,,,TRHC1,1912,-122.79333,40.72667
95,2018-08-01 23:45:00,426.72,11.28,,,TRHC1,1912,-122.79333,40.72667
96,2018-08-02 00:00:00,426.72,11.28,12.5,,TRHC1,1912,-122.79333,40.72667
97,2018-08-02 00:15:00,426.72,11.28,,,TRHC1,1912,-122.79333,40.72667
98,2018-08-02 00:30:00,426.72,11.33,,,TRHC1,1912,-122.79333,40.72667
99,2018-08-02 00:45:00,426.72,11.28,,,TRHC1,1912,-122.79333,40.72667
100,2018-08-02 01:00:00,426.72,11.33,12.5,,TRHC1,1912,-122.79333,40.72667
101,2018-08-02 01:15:00,426.72,11.28,,,TRHC1,1912,-122.79333,40.72667
102,2018-08-02 01:30:00,426.72,11.33,,,TRHC1,1912,-122.79333,40.72667
103,2018-08-02 01:45:00,426.72,11.33,,,TRHC1,1912,-122.79333,40.72667
104,2018-08-02 02:00:00,426.72,11.28,12.5,,TRHC1,1912,-122.79333,40.72667
105,2018-08-02 02:15:00,426.72,11.28,,,TRHC1,1912,-122.79333,40.72667
106,2018-08-02 02:30:00,426.72,11.28,,,TRHC1,1912,-122.79333,40.72667
107,2018-08-02 02:45:00,426.72,11.28,,,TRHC1,1912,-122.79333,40.72667
108,2018-08-02 03:00:00,426.72,11.28,12.6,,TRHC1,1912,-122.79333,40.72667
109,2018-08-02 03:15:00,426.72,11.22,,,TRHC1,1912,-122.79333,40.72667
110,2018-08-02 03:30:00,426.72,11.22,,,TRHC1,1912,-122.79333,40.72667
111,2018-08-02 03:45:00,426.72,11.22,,,TRHC1,1912,-122.79333,40.72667
112,2018-08-02 04:00:00,426.72,11.22,12.5,0.0,TRHC1,1912,-122.79333,40.72667
113,2018-08-02 04:15:00,426.72,11.22,,,TRHC1,1912,-122.79333,40.72667
114,2018-08-02 04:30:00,426.72,11.22,,,TRHC1,1912,-122.79333,40.72667
115,2018-08-02 04:45:00,426.72,11.17,,,TRHC1,1912,-122.79333,40.72667
116,2018-08-02 05:00:00,426.72,11.17,12.4,,TRHC1,1912,-122.79333,40.72667
117,2018-08-02 05:15:00,426.72,11.17,,,TRHC1,1912,-122.79333,40.72667
118,2018-08-02 05:30:00,426.72,11.17,,,TRHC1,1912,-122.79333,40.72667
119,2018-08-02 05:45:00,426.72,11.17,,,TRHC1,1912,-122.79333,40.72667
120,2018-08-02 06:00:00,426.72,11.17,12.4,,TRHC1,1912,-122.79333,40.72667
121,2018-08-02 06:15:00,426.72,11.17,,,TRHC1,1912,-122.79333,40.72667
122,2018-08-02 06:30:00,426.72,11.17,,,TRHC1,1912,-122.79333,40.72667
123,2018-08-02 06:45:00,426.72,11.17,,,TRHC1,1912,-122.79333,40.72667
124,2018-08-02 07:00:00,426.72,11.17,12.4,,TRHC1,1912,-122.79333,40.72667
125,2018-08-02 07:15:00,426.72,11.17,,,TRHC1,1912,-122.79333,40.72667
126,2018-08-02 07:30:00,426.72,11.11,,,TRHC1,1912,-122.79333,40.72667
127,2018-08-02 07:45:00,426.72,11.11,,,TRHC1,1912,-122.79333,40.72667
128,2018-08-02 08:00:00,426.72,11.11,12.4,,TRHC1,1912,-122.79333,40.72667
129,2018-08-02 08:15:00,426.72,11.11,,,TRHC1,1912,-122.79333,40.72667
130,2018-08-02 08:30:00,426.72,11.11,,,TRHC1,1912,-122.79333,40.72667
131,2018-08-02 08:45:00,426.72,11.17,,,TRHC1,1912,-122.79333,40.72667
132,2018-08-02 09:00:00,426.72,11.17,12.3,,TRHC1,1912,-122.79333,40.72667
133,2018-08-02 09:15:00,426.72,11.17,,,TRHC1,1912,-122.79333,40.72667
134,2018-08-02 09:30:00,426.72,11.17,,,TRHC1,1912,-122.79333,40.72667
135,2018-08-02 09:45:00,426.72,11.11,,,TRHC1,1912,-122.79333,40.72667
136,2018-08-02 10:00:00,426.72,11.11,12.3,,TRHC1,1912,-122.79333,40.72667
137,2018-08-02 10:15:00,426.72,11.11,,,TRHC1,1912,-122.79333,40.72667
138,2018-08-02 10:30:00,426.72,11.11,,,TRHC1,1912,-122.79333,40.72667
139,2018-08-02 10:45:00,426.72,11.11,,,TRHC1,1912,-122.79333,40.72667
140,2018-08-02 11:00:00,426.72,11.11,12.3,,TRHC1,1912,-122.79333,40.72667
141,2018-08-02 11:15:00,426.72,11.11,,,TRHC1,1912,-122.79333,40.72667
142,2018-08-02 11:30:00,426.72,11.11,,,TRHC1,1912,-122.79333,40.72667
143,2018-08-02 11:45:00,426.72,11.11,,,TRHC1,1912,-122.79333,40.72667
144,2018-08-02 12:00:00,426.72,11.11,12.3,,TRHC1,1912,-122.79333,40.72667
145,2018-08-02 12:15:00,426.72,11.11,,,TRHC1,1912,-122.79333,40.72667
146,2018-08-02 12:30:00,426.72,11.11,,,TRHC1,1912,-122.79333,40.72667
147,2018-08-02 12:45:00,426.72,11.06,,,TRHC1,1912,-122.79333,40.72667
148,2018-08-02 13:00:00,426.72,11.06,12.3,,TRHC1,1912,-122.79333,40.72667
149,2018-08-02 13:15:00,426.72,11.06,,,TRHC1,1912,-122.79333,40.72667
150,2018-08-02 13:30:00,426.72,11.06,,,TRHC1,1912,-122.79333,40.72667
151,2018-08-02 13:45:00,426.72,11.06,,,TRHC1,1912,-122.79333,40.72667
152,2018-08-02 14:00:00,426.72,11.06,12.3,,TRHC1,1912,-122.79333,40.72667
153,2018-08-02 14:15:00,426.72,11.06,,,TRHC1,1912,-122.79333,40.72667
154,2018-08-02 14:30:00,426.72,11.06,,,TRHC1,1912,-122.79333,40.72667
155,2018-08-02 14:45:00,426.72,11.06,,,TRHC1,1912,-122.79333,40.72667
156,2018-08-02 15:00:00,426.72,11.06,12.3,0.0,TRHC1,1912,-122.79333,40.72667
157,2018-08-02 15:15:00,426.72,11.11,,,TRHC1,1912,-122.79333,40.72667
158,2018-08-02 15:30:00,426.72,11.11,,,TRHC1,1912,-122.79333,40.72667
159,2018-08-02 15:45:00,426.72,11.11,,,TRHC1,1912,-122.79333,40.72667
160,2018-08-02 16:00:00,426.72,11.11,12.4,,TRHC1,1912,-122.79333,40.72667
161,2018-08-02 16:15:00,426.72,11.11,,,TRHC1,1912,-122.79333,40.72667
162,2018-08-02 16:30:00,426.72,11.11,,,TRHC1,1912,-122.79333,40.72667
163,2018-08-02 16:45:00,426.72,11.17,,,TRHC1,1912,-122.79333,40.72667
164,2018-08-02 17:00:00,426.72,11.22,12.9,,TRHC1,1912,-122.79333,40.72667
165,2018-08-02 17:15:00,426.72,11.22,,,TRHC1,1912,-122.79333,40.72667
166,2018-08-02 17:30:00,426.72,11.17,,,TRHC1,1912,-122.79333,40.72667
167,2018-08-02 17:45:00,426.72,11.22,,,TRHC1,1912,-122.79333,40.72667
168,2018-08-02 18:00:00,426.72,11.22,13.4,0.0,TRHC1,1912,-122.79333,40.72667
169,2018-08-02 18:15:00,426.72,11.28,,,TRHC1,1912,-122.79333,40.72667
170,2018-08-02 18:30:00,426.72,11.28,,,TRHC1,1912,-122.79333,40.72667
171,2018-08-02 18:45:00,426.72,11.28,,,TRHC1,1912,-122.79333,40.72667
172,2018-08-02 19:00:00,426.72,11.33,13.3,,TRHC1,1912,-122.79333,40.72667
173,2018-08-02 19:15:00,426.72,11.33,,,TRHC1,1912,-122.79333,40.72667
174,2018-08-02 19:30:00,426.72,11.33,,,TRHC1,1912,-122.79333,40.72667
175,2018-08-02 19:45:00,426.72,11.39,,,TRHC1,1912,-122.79333,40.72667
176,2018-08-02 20:00:00,426.72,11.39,12.8,,TRHC1,1912,-122.79333,40.72667
177,2018-08-02 20:15:00,426.72,11.39,,,TRHC1,1912,-122.79333,40.72667
178,2018-08-02 20:30:00,426.72,11.39,,,TRHC1,1912,-122.79333,40.72667
179,2018-08-02 20:45:00,426.72,11.39,,,TRHC1,1912,-122.79333,40.72667
180,2018-08-02 21:00:00,426.72,11.39,12.8,,TRHC1,1912,-122.79333,40.72667
181,2018-08-02 21:15:00,426.72,11.44,,,TRHC1,1912,-122.79333,40.72667
182,2018-08-02 21:30:00,426.72,11.39,,,TRHC1,1912,-122.79333,40.72667
183,2018-08-02 21:45:00,426.72,11.5,,,TRHC1,1912,-122.79333,40.72667
184,2018-08-02 22:00:00,426.72,11.39,12.7,,TRHC1,1912,-122.79333,40.72667
185,2018-08-02 22:15:00,426.72,11.44,,,TRHC1,1912,-122.79333,40.72667
186,2018-08-02 22:30:00,426.72,11.44,,,TRHC1,1912,-122.79333,40.72667
187,2018-08-02 22:45:00,426.72,11.44,,,TRHC1,1912,-122.79333,40.72667
188,2018-08-02 23:00:00,426.72,11.39,12.6,,TRHC1,1912,-122.79333,40.72667
189,2018-08-02 23:15:00,426.72,11.5,,,TRHC1,1912,-122.79333,40.72667
190,2018-08-02 23:30:00,426.72,11.44,,,TRHC1,1912,-122.79333,40.72667
191,2018-08-02 23:45:00,426.72,11.5,,,TRHC1,1912,-122.79333,40.72667
192,2018-08-03 00:00:00,426.72,11.44,12.6,,TRHC1,1912,-122.79333,40.72667
193,2018-08-03 00:15:00,426.72,11.5,,,TRHC1,1912,-122.79333,40.72667
194,2018-08-03 00:30:00,426.72,11.44,,,TRHC1,1912,-122.79333,40.72667
195,2018-08-03 00:45:00,426.72,11.44,,,TRHC1,1912,-122.79333,40.72667
196,2018-08-03 01:00:00,426.72,11.44,12.5,,TRHC1,1912,-122.79333,40.72667
197,2018-08-03 01:15:00,426.72,11.5,,,TRHC1,1912,-122.79333,40.72667
198,2018-08-03 01:30:00,426.72,11.44,,,TRHC1,1912,-122.79333,40.72667
199,2018-08-03 01:45:00,426.72,11.44,,,TRHC1,1912,-122.79333,40.72667
200,2018-08-03 02:00:00,426.72,11.39,12.6,0.0,TRHC1,1912,-122.79333,40.72667
201,2018-08-03 02:15:00,426.72,11.39,,,TRHC1,1912,-122.79333,40.72667
202,2018-08-03 02:30:00,426.72,11.33,,,TRHC1,1912,-122.79333,40.72667
203,2018-08-03 02:45:00,426.72,11.33,,,TRHC1,1912,-122.79333,40.72667
204,2018-08-03 03:00:00,426.72,11.33,12.6,,TRHC1,1912,-122.79333,40.72667
205,2018-08-03 03:15:00,426.72,11.39,,,TRHC1,1912,-122.79333,40.72667
206,2018-08-03 03:30:00,426.72,11.39,,,TRHC1,1912,-122.79333,40.72667
207,2018-08-03 03:45:00,426.72,11.39,,,TRHC1,1912,-122.79333,40.72667
208,2018-08-03 04:00:00,426.72,11.44,12.4,,TRHC1,1912,-122.79333,40.72667
209,2018-08-03 04:15:00,426.72,11.44,,,TRHC1,1912,-122.79333,40.72667
210,2018-08-03 04:30:00,426.72,11.5,,,TRHC1,1912,-122.79333,40.72667
211,2018-08-03 04:45:00,426.72,11.5,,,TRHC1,1912,-122.79333,40.72667
212,2018-08-03 05:00:00,426.72,11.44,12.4,,TRHC1,1912,-122.79333,40.72667
213,2018-08-03 05:15:00,426.72,11.39,,,TRHC1,1912,-122.79333,40.72667
214,2018-08-03 05:30:00,426.72,11.39,,,TRHC1,1912,-122.79333,40.72667
215,2018-08-03 05:45:00,426.72,11.39,,,TRHC1,1912,-122.79333,40.72667
216,2018-08-03 06:00:00,426.72,11.39,12.4,,TRHC1,1912,-122.79333,40.72667
217,2018-08-03 06:15:00,426.72,11.44,,,TRHC1,1912,-122.79333,40.72667
218,2018-08-03 06:30:00,426.72,11.44,,,TRHC1,1912,-122.79333,40.72667
219,2018-08-03 06:45:00,426.72,11.44,,,TRHC1,1912,-122.79333,40.72667
220,2018-08-03 07:00:00,426.72,11.33,12.4,,TRHC1,1912,-122.79333,40.72667
221,2018-08-03 07:15:00,426.72,11.33,,,TRHC1,1912,-122.79333,40.72667
222,2018-08-03 07:30:00,426.72,11.28,,,TRHC1,1912,-122.79333,40.72667
223,2018-08-03 07:45:00,426.72,11.28,,,TRHC1,1912,-122.79333,40.72667
224,2018-08-03 08:00:00,426.72,11.28,12.3,,TRHC1,1912,-122.79333,40.72667
225,2018-08-03 08:15:00,426.72,11.28,,,TRHC1,1912,-122.79333,40.72667
226,2018-08-03 08:30:00,426.72,11.28,,,TRHC1,1912,-122.79333,40.72667
227,2018-08-03 08:45:00,426.72,11.33,,,TRHC1,1912,-122.79333,40.72667
228,2018-08-03 09:00:00,426.72,11.33,12.3,,TRHC1,1912,-122.79333,40.72667
229,2018-08-03 09:15:00,426.72,11.39,,,TRHC1,1912,-122.79333,40.72667
230,2018-08-03 09:30:00,426.72,11.39,,,TRHC1,1912,-122.79333,40.72667
231,2018-08-03 09:45:00,426.72,11.39,,,TRHC1,1912,-122.79333,40.72667
232,2018-08-03 10:00:00,426.72,11.39,12.3,,TRHC1,1912,-122.79333,40.72667
233,2018-08-03 10:15:00,426.72,11.39,,,TRHC1,1912,-122.79333,40.72667
234,2018-08-03 10:30:00,426.72,11.39,,,TRHC1,1912,-122.79333,40.72667
235,2018-08-03 10:45:00,426.72,11.33,,,TRHC1,1912,-122.79333,40.72667
236,2018-08-03 11:00:00,426.72,11.33,12.3,,TRHC1,1912,-122.79333,40.72667
237,2018-08-03 11:15:00,426.72,11.28,,,TRHC1,1912,-122.79333,40.72667
238,2018-08-03 11:30:00,426.72,11.28,,,TRHC1,1912,-122.79333,40.72667
239,2018-08-03 11:45:00,426.72,11.28,,,TRHC1,1912,-122.79333,40.72667
240,2018-08-03 12:00:00,426.72,11.22,12.3,0.0,TRHC1,1912,-122.79333,40.72667
241,2018-08-03 12:15:00,426.72,11.22,,,TRHC1,1912,-122.79333,40.72667
242,2018-08-03 12:30:00,426.72,11.28,,,TRHC1,1912,-122.79333,40.72667
243,2018-08-03 12:45:00,426.72,11.28,,,TRHC1,1912,-122.79333,40.72667
244,2018-08-03 13:00:00,426.72,11.28,12.3,,TRHC1,1912,-122.79333,40.72667
245,2018-08-03 13:15:00,426.72,11.28,,,TRHC1,1912,-122.79333,40.72667
246,2018-08-03 13:30:00,426.72,11.28,,,TRHC1,1912,-122.79333,40.72667
247,2018-08-03 13:45:00,426.72,11.28,,,TRHC1,1912,-122.79333,40.72667
248,2018-08-03 14:00:00,426.72,11.28,12.3,,TRHC1,1912,-122.79333,40.72667
249,2018-08-03 14:15:00,426.72,11.28,,,TRHC1,1912,-122.79333,40.72667
250,2018-08-03 14:30:00,426.72,11.28,,,TRHC1,1912,-122.79333,40.72667
251,2018-08-03 14:45:00,426.72,11.28,,,TRHC1,1912,-122.79333,40.72667
252,2018-08-03 15:00:00,426.72,11.33,12.3,,TRHC1,1912,-122.79333,40.72667
253,2018-08-03 15:15:00,426.72,11.33,,,TRHC1,1912,-122.79333,40.72667
254,2018-08-03 15:30:00,426.72,11.33,,,TRHC1,1912,-122.79333,40.72667
255,2018-08-03 15:45:00,426.72,11.39,,,TRHC1,1912,-122.79333,40.72667
256,2018-08-03 16:00:00,426.72,11.39,12.5,,TRHC1,1912,-122.79333,40.72667
257,2018-08-03 16:15:00,426.72,11.39,,,TRHC1,1912,-122.79333,40.72667
258,2018-08-03 16:30:00,426.72,11.39,,,TRHC1,1912,-122.79333,40.72667
259,2018-08-03 16:45:00,426.72,11.39,,,TRHC1,1912,-122.79333,40.72667
260,2018-08-03 17:00:00,426.72,11.39,12.9,,TRHC1,1912,-122.79333,40.72667
261,2018-08-03 17:15:00,426.72,11.39,,,TRHC1,1912,-122.79333,40.72667
262,2018-08-03 17:30:00,426.72,11.33,,,TRHC1,1912,-122.79333,40.72667
263,2018-08-03 17:45:00,426.72,11.39,,,TRHC1,1912,-122.79333,40.72667
264,2018-08-03 18:00:00,426.72,11.39,13.5,,TRHC1,1912,-122.79333,40.72667
265,2018-08-03 18:15:00,426.72,11.39,,,TRHC1,1912,-122.79333,40.72667
266,2018-08-03 18:30:00,426.72,11.39,,,TRHC1,1912,-122.79333,40.72667
267,2018-08-03 18:45:00,426.72,11.44,,,TRHC1,1912,-122.79333,40.72667
268,2018-08-03 19:00:00,426.72,11.44,13.3,,TRHC1,1912,-122.79333,40.72667
269,2018-08-03 19:15:00,426.72,11.44,,,TRHC1,1912,-122.79333,40.72667
270,2018-08-03 19:30:00,426.72,11.5,,,TRHC1,1912,-122.79333,40.72667
271,2018-08-03 19:45:00,426.72,11.5,,,TRHC1,1912,-122.79333,40.72667
272,2018-08-03 20:00:00,426.72,11.5,12.9,0.0,TRHC1,1912,-122.79333,40.72667
273,2018-08-03 20:15:00,426.72,11.56,,,TRHC1,1912,-122.79333,40.72667
274,2018-08-03 20:30:00,426.72,11.56,,,TRHC1,1912,-122.79333,40.72667
275,2018-08-03 20:45:00,426.72,11.56,,,TRHC1,1912,-122.79333,40.72667
276,2018-08-03 21:00:00,426.72,11.56,12.8,,TRHC1,1912,-122.79333,40.72667
277,2018-08-03 21:15:00,426.72,11.56,,,TRHC1,1912,-122.79333,40.72667
278,2018-08-03 21:30:00,426.72,11.44,,,TRHC1,1912,-122.79333,40.72667
279,2018-08-03 21:45:00,426.72,11.61,,,TRHC1,1912,-122.79333,40.72667
280,2018-08-03 22:00:00,426.72,11.61,12.7,,TRHC1,1912,-122.79333,40.72667
281,2018-08-03 22:15:00,426.72,11.61,,,TRHC1,1912,-122.79333,40.72667
282,2018-08-03 22:30:00,426.72,11.61,,,TRHC1,1912,-122.79333,40.72667
283,2018-08-03 22:45:00,426.72,11.61,,,TRHC1,1912,-122.79333,40.72667
284,2018-08-03 23:00:00,426.72,11.61,12.7,,TRHC1,1912,-122.79333,40.72667
285,2018-08-03 23:15:00,426.72,11.72,,,TRHC1,1912,-122.79333,40.72667
286,2018-08-03 23:30:00,426.72,11.78,,,TRHC1,1912,-122.79333,40.72667
287,2018-08-03 23:45:00,426.72,11.72,,,TRHC1,1912,-122.79333,40.72667
288,2018-08-04 00:00:00,426.72,11.67,12.6,,TRHC1,1912,-122.79333,40.72667
289,2018-08-04 00:15:00,426.72,11.67,,,TRHC1,1912,-122.79333,40.72667
290,2018-08-04 00:30:00,426.72,11.61,,,TRHC1,1912,-122.79333,40.72667
291,2018-08-04 00:45:00,426.72,11.61,,,TRHC1,1912,-122.79333,40.72667
292,2018-08-04 01:00:00,426.72,11.61,12.6,0.0,TRHC1,1912,-122.79333,40.72667
293,2018-08-04 01:15:00,426.72,11.61,,,TRHC1,1912,-122.79333,40.72667
294,2018-08-04 01:30:00,426.72,11.61,,,TRHC1,1912,-122.79333,40.72667
295,2018-08-04 01:45:00,426.72,11.67,,,TRHC1,1912,-122.79333,40.72667
296,2018-08-04 02:00:00,426.72,11.67,12.6,,TRHC1,1912,-122.79333,40.72667
297,2018-08-04 02:15:00,426.72,11.67,,,TRHC1,1912,-122.79333,40.72667
298,2018-08-04 02:30:00,426.72,11.67,,,TRHC1,1912,-122.79333,40.72667
299,2018-08-04 02:45:00,426.72,11.61,,,TRHC1,1912,-122.79333,40.72667
300,2018-08-04 03:00:00,426.72,11.56,12.6,,TRHC1,1912,-122.79333,40.72667
