,date_time,altimeter_set_1,wind_cardinal_direction_set_1d,wind_gust_set_1,precip_accum_since_local_midnight_set_1,pressure_set_1d,dew_point_temperature_set_1d,wind_direction_set_1,wind_speed_set_1,relative_humidity_set_1,solar_radiation_set_1,precip_accum_24_hour_set_1,sea_level_pressure_set_1d,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
17,2018-08-01 01:28:00,101727.07,N,3.13,0.254,101437.66,13.01,0.0,0.9,88.0,74.0,0.254,101727.55,15.0,D0866,79,-124.20500,40.73133
18,2018-08-01 01:33:00,101727.07,N,2.68,0.254,101437.66,13.01,9.0,0.45,88.0,63.0,0.254,101727.55,15.0,D0866,79,-124.20500,40.73133
19,2018-08-01 01:38:00,101727.07,N,2.68,0.254,101437.66,13.01,0.0,0.45,88.0,62.0,0.254,101727.55,15.0,D0866,79,-124.20500,40.73133
20,2018-08-01 01:43:00,101727.07,NNW,3.58,0.254,101437.66,13.01,347.0,1.34,88.0,58.0,0.254,101727.55,15.0,D0866,79,-124.20500,40.73133
21,2018-08-01 01:48:00,101727.07,,4.47,0.254,101437.66,13.01,,0.0,88.0,56.0,0.254,101727.55,15.0,D0866,79,-124.20500,40.73133
22,2018-08-01 01:53:00,101693.2,NNE,4.47,0.254,101403.89,13.01,22.0,0.9,88.0,60.0,0.254,101693.68,15.0,D0866,79,-124.20500,40.73133
23,2018-08-01 01:58:00,101693.2,N,3.13,0.254,101403.89,13.01,11.0,0.45,88.0,58.0,0.254,101693.68,15.0,D0866,79,-124.20500,40.73133
24,2018-08-01 02:03:00,101693.2,NNW,3.13,0.254,101403.89,12.83,348.0,1.34,87.0,53.0,0.254,101693.68,15.0,D0866,79,-124.20500,40.73133
25,2018-08-01 02:08:00,101693.2,,3.13,0.254,101403.89,12.83,,0.0,87.0,46.0,0.254,101693.68,15.0,D0866,79,-124.20500,40.73133
26,2018-08-01 02:13:00,101693.2,NNE,3.13,0.254,101403.89,12.83,21.0,0.45,87.0,40.0,0.254,101693.68,15.0,D0866,79,-124.20500,40.73133
27,2018-08-01 02:18:00,101693.2,N,4.47,0.254,101403.89,12.83,5.0,0.45,87.0,39.0,0.254,101693.68,15.0,D0866,79,-124.20500,40.73133
28,2018-08-01 02:23:00,101693.2,NNE,4.47,0.254,101403.89,13.39,22.0,0.45,87.0,33.0,0.254,101693.12,15.56,D0866,79,-124.20500,40.73133
29,2018-08-01 02:28:00,101693.2,,2.23,0.254,101403.89,13.39,,0.0,87.0,30.0,0.254,101693.12,15.56,D0866,79,-124.20500,40.73133
30,2018-08-01 02:33:00,101693.2,N,2.68,0.254,101403.89,13.39,0.0,0.45,87.0,26.0,0.254,101693.12,15.56,D0866,79,-124.20500,40.73133
31,2018-08-01 02:38:00,101693.2,N,3.58,0.254,101403.89,13.39,5.0,0.45,87.0,23.0,0.254,101693.12,15.56,D0866,79,-124.20500,40.73133
32,2018-08-01 02:43:00,101693.2,NNW,3.58,0.254,101403.89,13.39,348.0,1.34,87.0,21.0,0.254,101693.12,15.56,D0866,79,-124.20500,40.73133
33,2018-08-01 02:48:00,101693.2,N,4.02,0.254,101403.89,13.39,0.0,0.9,87.0,19.0,0.254,101693.12,15.56,D0866,79,-124.20500,40.73133
34,2018-08-01 02:53:00,101693.2,NNE,4.02,0.254,101403.89,13.39,24.0,0.9,87.0,16.0,0.254,101693.12,15.56,D0866,79,-124.20500,40.73133
35,2018-08-01 02:58:00,101693.2,,2.68,0.254,101403.89,12.83,,0.0,87.0,14.0,0.254,101693.68,15.0,D0866,79,-124.20500,40.73133
36,2018-08-01 03:03:00,101693.2,,2.23,0.254,101403.89,12.83,,0.0,87.0,12.0,0.254,101693.68,15.0,D0866,79,-124.20500,40.73133
37,2018-08-01 03:08:00,101693.2,,2.23,0.254,101403.89,12.83,,0.0,87.0,9.0,0.254,101693.68,15.0,D0866,79,-124.20500,40.73133
38,2018-08-01 03:13:00,101727.07,N,3.13,0.254,101437.66,12.83,0.0,1.34,87.0,7.0,0.254,101727.55,15.0,D0866,79,-124.20500,40.73133
39,2018-08-01 03:18:00,101727.07,,3.13,0.254,101437.66,12.83,,0.0,87.0,5.0,0.254,101727.55,15.0,D0866,79,-124.20500,40.73133
40,2018-08-01 03:23:00,101693.2,N,2.23,0.254,101403.89,13.01,11.0,0.45,88.0,0.0,0.254,101693.68,15.0,D0866,79,-124.20500,40.73133
41,2018-08-01 03:28:00,101693.2,,2.23,0.254,101403.89,13.01,,0.0,88.0,0.0,0.254,101693.68,15.0,D0866,79,-124.20500,40.73133
42,2018-08-01 03:33:00,101693.2,,2.23,0.254,101403.89,13.01,,0.0,88.0,0.0,0.254,101693.68,15.0,D0866,79,-124.20500,40.73133
43,2018-08-01 03:38:00,101727.07,,1.79,0.254,101437.66,13.01,,0.0,88.0,0.0,0.254,101727.55,15.0,D0866,79,-124.20500,40.73133
44,2018-08-01 03:43:00,101693.2,,1.79,0.254,101403.89,13.19,,0.0,89.0,0.0,0.254,101693.68,15.0,D0866,79,-124.20500,40.73133
45,2018-08-01 03:48:00,101693.2,,0.9,0.254,101403.89,13.19,,0.0,89.0,0.0,0.254,101693.68,15.0,D0866,79,-124.20500,40.73133
46,2018-08-01 03:53:00,101693.2,,2.23,0.254,101403.89,13.19,,0.0,89.0,0.0,0.254,101693.68,15.0,D0866,79,-124.20500,40.73133
47,2018-08-01 03:58:00,101693.2,,2.23,0.254,101403.89,13.19,,0.0,89.0,0.0,0.254,101693.68,15.0,D0866,79,-124.20500,40.73133
48,2018-08-01 04:03:00,101693.2,,2.23,0.254,101403.89,12.63,,0.0,89.0,0.0,0.254,101694.25,14.44,D0866,79,-124.20500,40.73133
49,2018-08-01 04:08:00,101727.07,,0.45,0.254,101437.66,12.63,,0.0,89.0,0.0,0.254,101728.12,14.44,D0866,79,-124.20500,40.73133
50,2018-08-01 04:13:00,101727.07,,0.45,0.254,101437.66,12.8,,0.0,90.0,0.0,0.254,101728.11,14.44,D0866,79,-124.20500,40.73133
51,2018-08-01 04:18:00,101727.07,,1.34,0.254,101437.66,12.8,,0.0,90.0,0.0,0.254,101728.11,14.44,D0866,79,-124.20500,40.73133
52,2018-08-01 04:23:00,101760.93,,1.79,0.254,101471.42,12.8,,0.0,90.0,0.0,0.254,101761.97,14.44,D0866,79,-124.20500,40.73133
53,2018-08-01 04:28:00,101760.93,,1.79,0.254,101471.42,12.8,,0.0,90.0,0.0,0.254,101761.97,14.44,D0866,79,-124.20500,40.73133
54,2018-08-01 04:33:00,101760.93,,0.45,0.254,101471.42,12.8,,0.0,90.0,0.0,0.254,101761.97,14.44,D0866,79,-124.20500,40.73133
55,2018-08-01 04:38:00,101760.93,,0.45,0.254,101471.42,13.14,,0.0,92.0,0.0,0.254,101761.97,14.44,D0866,79,-124.20500,40.73133
56,2018-08-01 04:43:00,101760.93,,0.0,0.254,101471.42,13.14,,0.0,92.0,0.0,0.254,101761.97,14.44,D0866,79,-124.20500,40.73133
57,2018-08-01 04:48:00,101794.79,,,0.254,101505.19,12.8,,,90.0,0.0,0.254,101795.84,14.44,D0866,79,-124.20500,40.73133
58,2018-08-01 04:53:00,101794.79,,0.45,0.254,101505.19,12.8,,0.0,90.0,0.0,0.254,101795.84,14.44,D0866,79,-124.20500,40.73133
59,2018-08-01 04:58:00,101794.79,,0.0,0.254,101505.19,12.8,,0.0,90.0,0.0,0.254,101795.84,14.44,D0866,79,-124.20500,40.73133
60,2018-08-01 05:03:00,101794.79,,1.34,0.254,101505.19,12.8,,0.0,90.0,0.0,0.254,101795.84,14.44,D0866,79,-124.20500,40.73133
61,2018-08-01 05:08:00,101760.93,NNE,2.23,0.254,101471.42,12.8,13.0,0.45,90.0,0.0,0.254,101761.97,14.44,D0866,79,-124.20500,40.73133
62,2018-08-01 05:13:00,101760.93,,3.13,0.254,101471.42,12.8,,0.0,90.0,0.0,0.254,101761.97,14.44,D0866,79,-124.20500,40.73133
63,2018-08-01 05:18:00,101760.93,NNE,3.13,0.254,101471.42,12.8,13.0,0.45,90.0,0.0,0.254,101761.97,14.44,D0866,79,-124.20500,40.73133
64,2018-08-01 05:23:00,101760.93,,2.23,0.254,101471.42,12.8,,0.0,90.0,0.0,0.254,101761.97,14.44,D0866,79,-124.20500,40.73133
65,2018-08-01 05:28:00,101760.93,,2.23,0.254,101471.42,12.8,,0.0,90.0,0.0,0.254,101761.97,14.44,D0866,79,-124.20500,40.73133
66,2018-08-01 05:33:00,101760.93,,0.9,0.254,101471.42,12.8,,0.0,90.0,0.0,0.254,101761.97,14.44,D0866,79,-124.20500,40.73133
67,2018-08-01 05:38:00,101760.93,,0.9,0.254,101471.42,12.8,,0.0,90.0,0.0,0.254,101761.97,14.44,D0866,79,-124.20500,40.73133
68,2018-08-01 05:43:00,101760.93,,1.79,0.254,101471.42,12.8,,0.0,90.0,0.0,0.254,101761.97,14.44,D0866,79,-124.20500,40.73133
69,2018-08-01 05:48:00,101760.93,N,2.23,0.254,101471.42,12.8,355.0,0.45,90.0,0.0,0.254,101761.97,14.44,D0866,79,-124.20500,40.73133
70,2018-08-01 05:53:00,101760.93,,2.23,0.254,101471.42,12.8,,0.0,90.0,0.0,0.254,101761.97,14.44,D0866,79,-124.20500,40.73133
71,2018-08-01 05:58:00,101760.93,N,2.23,0.254,101471.42,12.8,0.0,0.45,90.0,0.0,0.254,101761.97,14.44,D0866,79,-124.20500,40.73133
72,2018-08-01 06:03:00,101760.93,,4.47,0.254,101471.42,13.14,,0.0,92.0,0.0,0.254,101761.97,14.44,D0866,79,-124.20500,40.73133
73,2018-08-01 06:08:00,101794.79,NNE,4.47,0.254,101505.19,12.8,15.0,0.45,90.0,0.0,0.254,101795.84,14.44,D0866,79,-124.20500,40.73133
74,2018-08-01 06:13:00,101760.93,,2.23,0.254,101471.42,12.63,,0.0,89.0,0.0,0.254,101761.97,14.44,D0866,79,-124.20500,40.73133
75,2018-08-01 06:18:00,101760.93,,,0.254,101471.42,12.8,,,90.0,0.0,0.254,101761.97,14.44,D0866,79,-124.20500,40.73133
76,2018-08-01 06:23:00,101760.93,,3.13,0.254,101471.42,12.8,,0.0,90.0,0.0,0.254,101761.97,14.44,D0866,79,-124.20500,40.73133
77,2018-08-01 06:28:00,101760.93,,3.13,0.254,101471.42,12.8,,0.0,90.0,0.0,0.254,101761.97,14.44,D0866,79,-124.20500,40.73133
78,2018-08-01 06:33:00,101760.93,,2.68,0.254,101471.42,12.8,,0.0,90.0,0.0,0.254,101761.97,14.44,D0866,79,-124.20500,40.73133
79,2018-08-01 06:38:00,101794.79,N,2.23,0.254,101505.19,12.8,9.0,0.45,90.0,0.0,0.254,101795.84,14.44,D0866,79,-124.20500,40.73133
80,2018-08-01 06:43:00,101794.79,NNE,2.68,0.254,101505.19,12.8,14.0,0.45,90.0,0.0,0.254,101795.84,14.44,D0866,79,-124.20500,40.73133
81,2018-08-01 06:48:00,101794.79,N,3.13,0.0,101505.19,12.8,0.0,0.45,90.0,0.0,0.254,101795.84,14.44,D0866,79,-124.20500,40.73133
82,2018-08-01 06:53:00,101794.79,,3.13,0.0,101505.19,12.8,,0.0,90.0,0.0,0.254,101795.84,14.44,D0866,79,-124.20500,40.73133
83,2018-08-01 06:58:00,101760.93,,1.79,0.0,101471.42,12.8,,0.0,90.0,0.0,0.254,101761.97,14.44,D0866,79,-124.20500,40.73133
84,2018-08-01 07:03:00,101760.93,,1.79,0.0,101471.42,12.8,,0.0,90.0,0.0,0.254,101761.97,14.44,D0866,79,-124.20500,40.73133
85,2018-08-01 07:08:00,101794.79,NNE,2.68,0.0,101505.19,12.8,24.0,0.45,90.0,0.0,0.254,101795.84,14.44,D0866,79,-124.20500,40.73133
86,2018-08-01 07:13:00,101760.93,NNW,2.68,0.0,101471.42,12.8,338.0,0.45,90.0,0.0,0.254,101761.97,14.44,D0866,79,-124.20500,40.73133
87,2018-08-01 07:18:00,101794.79,,2.23,0.0,101505.19,12.8,,0.0,90.0,0.0,0.254,101795.84,14.44,D0866,79,-124.20500,40.73133
88,2018-08-01 07:23:00,101794.79,,1.79,0.0,101505.19,13.14,,0.0,92.0,0.0,0.254,101795.84,14.44,D0866,79,-124.20500,40.73133
89,2018-08-01 07:28:00,101794.79,,1.34,0.0,101505.19,12.8,,0.0,90.0,0.0,0.254,101795.84,14.44,D0866,79,-124.20500,40.73133
90,2018-08-01 07:33:00,101760.93,,1.79,0.0,101471.42,12.8,,0.0,90.0,0.0,0.254,101761.97,14.44,D0866,79,-124.20500,40.73133
91,2018-08-01 07:38:00,101760.93,N,1.79,0.0,101471.42,12.8,11.0,0.45,90.0,0.0,0.254,101761.97,14.44,D0866,79,-124.20500,40.73133
92,2018-08-01 07:43:00,101760.93,N,2.23,0.0,101471.42,12.8,0.0,0.45,90.0,0.0,0.254,101761.97,14.44,D0866,79,-124.20500,40.73133
93,2018-08-01 07:48:00,101760.93,,2.23,0.0,101471.42,12.8,,0.0,90.0,0.0,0.254,101761.97,14.44,D0866,79,-124.20500,40.73133
94,2018-08-01 07:53:00,101794.79,,1.34,0.0,101505.19,12.8,,0.0,90.0,0.0,0.254,101795.84,14.44,D0866,79,-124.20500,40.73133
95,2018-08-01 07:58:00,101760.93,,0.9,0.0,101471.42,12.8,,0.0,90.0,0.0,0.254,101761.97,14.44,D0866,79,-124.20500,40.73133
96,2018-08-01 08:03:00,101760.93,,0.45,0.0,101471.42,13.14,,0.0,92.0,0.0,0.254,101761.97,14.44,D0866,79,-124.20500,40.73133
97,2018-08-01 08:08:00,101760.93,,1.34,0.0,101471.42,13.14,,0.0,92.0,0.0,0.254,101761.97,14.44,D0866,79,-124.20500,40.73133
98,2018-08-01 08:13:00,101760.93,,,0.0,101471.42,12.8,,,90.0,0.0,0.254,101761.97,14.44,D0866,79,-124.20500,40.73133
99,2018-08-01 08:18:00,101760.93,,0.9,0.0,101471.42,12.8,,0.0,90.0,0.0,0.254,101761.97,14.44,D0866,79,-124.20500,40.73133
100,2018-08-01 08:23:00,101760.93,,0.9,0.0,101471.42,12.8,,0.0,90.0,0.0,0.254,101761.97,14.44,D0866,79,-124.20500,40.73133
101,2018-08-01 08:28:00,101760.93,,0.45,0.0,101471.42,12.8,,0.0,90.0,0.0,0.254,101761.97,14.44,D0866,79,-124.20500,40.73133
102,2018-08-01 08:33:00,101727.07,,0.45,0.0,101437.66,12.8,,0.0,90.0,0.0,0.254,101728.11,14.44,D0866,79,-124.20500,40.73133
103,2018-08-01 08:38:00,101760.93,,0.45,0.0,101471.42,12.8,,0.0,90.0,0.0,0.254,101761.97,14.44,D0866,79,-124.20500,40.73133
104,2018-08-01 08:43:00,101760.93,,1.34,0.0,101471.42,12.8,,0.0,90.0,0.0,0.254,101761.97,14.44,D0866,79,-124.20500,40.73133
105,2018-08-01 08:48:00,101727.07,,0.45,0.0,101437.66,12.8,,0.0,90.0,0.0,0.254,101728.11,14.44,D0866,79,-124.20500,40.73133
106,2018-08-01 08:53:00,101727.07,,0.45,0.0,101437.66,12.8,,0.0,90.0,0.0,0.254,101728.11,14.44,D0866,79,-124.20500,40.73133
107,2018-08-01 08:58:00,101727.07,,0.0,0.0,101437.66,12.8,,0.0,90.0,0.0,0.254,101728.11,14.44,D0866,79,-124.20500,40.73133
108,2018-08-01 09:03:00,101727.07,,0.0,0.0,101437.66,12.8,,0.0,90.0,0.0,0.254,101728.11,14.44,D0866,79,-124.20500,40.73133
109,2018-08-01 09:08:00,101727.07,,1.79,0.0,101437.66,12.8,,0.0,90.0,0.0,0.254,101728.11,14.44,D0866,79,-124.20500,40.73133
110,2018-08-01 09:13:00,101727.07,,1.79,0.0,101437.66,12.8,,0.0,90.0,0.0,0.254,101728.11,14.44,D0866,79,-124.20500,40.73133
111,2018-08-01 09:18:00,101727.07,NNE,2.23,0.0,101437.66,12.98,18.0,0.45,91.0,0.0,0.254,101728.11,14.44,D0866,79,-124.20500,40.73133
112,2018-08-01 09:23:00,101727.07,,2.23,0.0,101437.66,12.98,,0.0,91.0,0.0,0.254,101728.11,14.44,D0866,79,-124.20500,40.73133
113,2018-08-01 09:28:00,101727.07,,2.23,0.0,101437.66,12.8,,0.0,90.0,0.0,0.254,101728.11,14.44,D0866,79,-124.20500,40.73133
114,2018-08-01 09:33:00,101727.07,,2.23,0.0,101437.66,12.8,,0.0,90.0,0.0,0.254,101728.11,14.44,D0866,79,-124.20500,40.73133
115,2018-08-01 09:38:00,101727.07,,2.23,0.0,101437.66,12.8,,0.0,90.0,0.0,0.254,101728.11,14.44,D0866,79,-124.20500,40.73133
116,2018-08-01 09:43:00,101727.07,,2.23,0.0,101437.66,12.8,,0.0,90.0,0.0,0.254,101728.11,14.44,D0866,79,-124.20500,40.73133
117,2018-08-01 09:48:00,101727.07,,0.45,0.0,101437.66,12.8,,0.0,90.0,0.0,0.254,101728.11,14.44,D0866,79,-124.20500,40.73133
118,2018-08-01 09:53:00,101727.07,,0.45,0.0,101437.66,12.8,,0.0,90.0,0.0,0.254,101728.11,14.44,D0866,79,-124.20500,40.73133
119,2018-08-01 09:58:00,101727.07,,0.45,0.0,101437.66,12.8,,0.0,90.0,0.0,0.254,101728.11,14.44,D0866,79,-124.20500,40.73133
120,2018-08-01 10:03:00,101727.07,,0.0,0.0,101437.66,12.8,,0.0,90.0,0.0,0.254,101728.11,14.44,D0866,79,-124.20500,40.73133
121,2018-08-01 10:08:00,101727.07,,0.0,0.0,101437.66,12.8,,0.0,90.0,0.0,0.254,101728.11,14.44,D0866,79,-124.20500,40.73133
122,2018-08-01 10:13:00,101727.07,,0.45,0.0,101437.66,12.8,,0.0,90.0,0.0,0.254,101728.11,14.44,D0866,79,-124.20500,40.73133
123,2018-08-01 10:18:00,101693.2,,0.45,0.0,101403.89,12.8,,0.0,90.0,0.0,0.254,101694.25,14.44,D0866,79,-124.20500,40.73133
124,2018-08-01 10:23:00,101693.2,,0.45,0.0,101403.89,12.8,,0.0,90.0,0.0,0.254,101694.25,14.44,D0866,79,-124.20500,40.73133
125,2018-08-01 10:28:00,101693.2,,0.0,0.0,101403.89,12.8,,0.0,90.0,0.0,0.254,101694.25,14.44,D0866,79,-124.20500,40.73133
126,2018-08-01 10:33:00,101693.2,,0.45,0.0,101403.89,12.8,,0.0,90.0,0.0,0.254,101694.25,14.44,D0866,79,-124.20500,40.73133
127,2018-08-01 10:38:00,101727.07,,1.34,0.0,101437.66,12.8,,0.0,90.0,0.0,0.254,101728.11,14.44,D0866,79,-124.20500,40.73133
128,2018-08-01 10:43:00,101727.07,,1.79,0.0,101437.66,12.8,,0.0,90.0,0.0,0.254,101728.11,14.44,D0866,79,-124.20500,40.73133
129,2018-08-01 10:48:00,101727.07,,0.45,0.0,101437.66,12.98,,0.0,91.0,0.0,0.254,101728.11,14.44,D0866,79,-124.20500,40.73133
130,2018-08-01 10:53:00,101727.07,,0.45,0.0,101437.66,12.8,,0.0,90.0,0.0,0.254,101728.11,14.44,D0866,79,-124.20500,40.73133
131,2018-08-01 10:58:00,101727.07,,0.45,0.0,101437.66,12.98,,0.0,91.0,0.0,0.254,101728.11,14.44,D0866,79,-124.20500,40.73133
132,2018-08-01 11:03:00,101727.07,,0.45,0.0,101437.66,12.98,,0.0,91.0,0.0,0.254,101728.11,14.44,D0866,79,-124.20500,40.73133
133,2018-08-01 11:08:00,101727.07,N,1.34,0.0,101437.66,13.14,5.0,0.45,92.0,0.0,0.254,101728.11,14.44,D0866,79,-124.20500,40.73133
134,2018-08-01 11:13:00,101727.07,,1.34,0.0,101437.66,12.6,,0.0,92.0,0.0,0.254,101728.67,13.89,D0866,79,-124.20500,40.73133
135,2018-08-01 11:18:00,101727.07,,0.9,0.0,101437.66,12.6,,0.0,92.0,0.0,0.254,101728.67,13.89,D0866,79,-124.20500,40.73133
136,2018-08-01 11:23:00,101727.07,,0.45,0.0,101437.66,12.6,,0.0,92.0,0.0,0.254,101728.67,13.89,D0866,79,-124.20500,40.73133
137,2018-08-01 11:28:00,101727.07,,0.9,0.0,101437.66,12.6,,0.0,92.0,0.0,0.254,101728.67,13.89,D0866,79,-124.20500,40.73133
138,2018-08-01 11:33:00,101727.07,,0.45,0.0,101437.66,12.6,,0.0,92.0,0.0,0.254,101728.67,13.89,D0866,79,-124.20500,40.73133
139,2018-08-01 11:38:00,101727.07,,1.34,0.0,101437.66,12.6,,0.0,92.0,0.0,0.254,101728.67,13.89,D0866,79,-124.20500,40.73133
140,2018-08-01 11:43:00,101727.07,,1.34,0.0,101437.66,12.77,,0.0,93.0,0.0,0.254,101728.67,13.89,D0866,79,-124.20500,40.73133
141,2018-08-01 11:48:00,101727.07,,0.45,0.0,101437.66,12.77,,0.0,93.0,0.0,0.254,101728.67,13.89,D0866,79,-124.20500,40.73133
142,2018-08-01 11:53:00,101727.07,,0.45,0.0,101437.66,12.77,,0.0,93.0,0.0,0.254,101728.67,13.89,D0866,79,-124.20500,40.73133
143,2018-08-01 11:58:00,101727.07,,1.34,0.0,101437.66,12.77,,0.0,93.0,0.0,0.254,101728.67,13.89,D0866,79,-124.20500,40.73133
144,2018-08-01 12:03:00,101727.07,,1.34,0.0,101437.66,12.77,,0.0,93.0,0.0,0.254,101728.67,13.89,D0866,79,-124.20500,40.73133
145,2018-08-01 12:08:00,101693.2,,0.45,0.0,101403.89,12.77,,0.0,93.0,0.0,0.254,101694.81,13.89,D0866,79,-124.20500,40.73133
146,2018-08-01 12:13:00,101693.2,,0.45,0.0,101403.89,12.77,,0.0,93.0,0.0,0.254,101694.81,13.89,D0866,79,-124.20500,40.73133
147,2018-08-01 12:18:00,101727.07,,0.45,0.0,101437.66,12.77,,0.0,93.0,0.0,0.254,101728.67,13.89,D0866,79,-124.20500,40.73133
148,2018-08-01 12:23:00,101727.07,,0.45,0.0,101437.66,12.77,,0.0,93.0,0.0,0.254,101728.67,13.89,D0866,79,-124.20500,40.73133
149,2018-08-01 12:28:00,101727.07,,0.9,0.0,101437.66,12.77,,0.0,93.0,0.0,0.254,101728.67,13.89,D0866,79,-124.20500,40.73133
150,2018-08-01 12:33:00,101727.07,N,1.79,0.0,101437.66,12.77,0.0,0.45,93.0,0.0,0.254,101728.67,13.89,D0866,79,-124.20500,40.73133
151,2018-08-01 12:38:00,101727.07,,1.79,0.0,101437.66,12.77,,0.0,93.0,0.0,0.254,101728.67,13.89,D0866,79,-124.20500,40.73133
152,2018-08-01 12:43:00,101727.07,,1.79,0.0,101437.66,12.77,,0.0,93.0,0.0,0.254,101728.67,13.89,D0866,79,-124.20500,40.73133
153,2018-08-01 12:48:00,101727.07,N,2.23,0.0,101437.66,12.77,0.0,0.45,93.0,0.0,0.254,101728.67,13.89,D0866,79,-124.20500,40.73133
154,2018-08-01 12:53:00,101727.07,,2.23,0.0,101437.66,12.93,,0.0,94.0,0.0,0.254,101728.67,13.89,D0866,79,-124.20500,40.73133
155,2018-08-01 12:58:00,101727.07,N,2.23,0.0,101437.66,12.93,355.0,0.9,94.0,0.0,0.254,101728.67,13.89,D0866,79,-124.20500,40.73133
156,2018-08-01 13:03:00,101727.07,,2.23,0.0,101437.66,12.93,,0.0,94.0,0.0,0.254,101728.67,13.89,D0866,79,-124.20500,40.73133
157,2018-08-01 13:08:00,101727.07,,1.34,0.0,101437.66,12.93,,0.0,94.0,0.0,0.254,101728.67,13.89,D0866,79,-124.20500,40.73133
158,2018-08-01 13:13:00,101760.93,,0.9,0.0,101471.42,12.93,,0.0,94.0,0.0,0.254,101762.53,13.89,D0866,79,-124.20500,40.73133
159,2018-08-01 13:18:00,101760.93,,0.45,0.0,101471.42,12.93,,0.0,94.0,0.0,0.254,101762.53,13.89,D0866,79,-124.20500,40.73133
160,2018-08-01 13:23:00,101760.93,,0.45,0.0,101471.42,12.93,,0.0,94.0,0.0,0.254,101762.53,13.89,D0866,79,-124.20500,40.73133
161,2018-08-01 13:28:00,101760.93,,0.45,0.0,101471.42,12.93,,0.0,94.0,0.0,0.254,101762.53,13.89,D0866,79,-124.20500,40.73133
162,2018-08-01 13:33:00,101760.93,,0.45,0.0,101471.42,12.93,,0.0,94.0,7.0,0.254,101762.53,13.89,D0866,79,-124.20500,40.73133
163,2018-08-01 13:38:00,101760.93,,0.45,0.0,101471.42,12.93,,0.0,94.0,9.0,0.254,101762.53,13.89,D0866,79,-124.20500,40.73133
164,2018-08-01 13:43:00,101794.79,,0.45,0.254,101505.19,12.93,,0.0,94.0,9.0,0.254,101796.4,13.89,D0866,79,-124.20500,40.73133
