,date_time,wind_cardinal_direction_set_1d,pressure_set_1,altimeter_set_1d,wind_direction_set_1,wind_speed_set_1,air_temp_set_1,_meta_station_id,_meta_elevation,_meta_longitude,_meta_latitude
47,2018-08-03 01:00:00,NE,98619.0,100380.33,41.18,62.25,22.84,CQ098,489,-122.38083,40.55139
48,2018-08-03 02:00:00,NE,98592.0,100352.85,38.56,63.53,23.05,CQ098,489,-122.38083,40.55139
49,2018-08-03 03:00:00,NE,98606.0,100367.1,34.19,66.16,22.95,CQ098,489,-122.38083,40.55139
50,2018-08-03 04:00:00,NNE,98619.0,100380.33,28.8,60.24,22.66,CQ098,489,-122.38083,40.55139
51,2018-08-03 05:00:00,NNE,98632.0,100393.56,25.26,25.55,22.32,CQ098,489,-122.38083,40.55139
52,2018-08-03 06:00:00,NNE,98672.0,100434.28,23.58,,22.43,CQ098,489,-122.38083,40.55139
53,2018-08-03 07:00:00,NNE,98699.0,100461.76,22.78,,22.36,CQ098,489,-122.38083,40.55139
54,2018-08-03 08:00:00,NNE,98712.0,100474.99,21.45,,22.16,CQ098,489,-122.38083,40.55139
55,2018-08-03 09:00:00,NNW,98712.0,100474.99,339.3,,20.12,CQ098,489,-122.38083,40.55139
56,2018-08-03 10:00:00,NW,98712.0,100474.99,316.0,,19.44,CQ098,489,-122.38083,40.55139
57,2018-08-03 11:00:00,NW,98712.0,100474.99,322.6,,18.59,CQ098,489,-122.38083,40.55139
58,2018-08-03 12:00:00,WNW,98699.0,100461.76,296.0,,17.68,CQ098,489,-122.38083,40.55139
59,2018-08-03 13:00:00,NNE,98699.0,100461.76,16.91,,22.04,CQ098,489,-122.38083,40.55139
60,2018-08-03 14:00:00,NNE,98739.0,100502.47,16.58,10.31,22.41,CQ098,489,-122.38083,40.55139
61,2018-08-03 15:00:00,NNE,98806.0,100570.67,17.18,29.35,22.36,CQ098,489,-122.38083,40.55139
62,2018-08-03 16:00:00,NNE,98886.0,100652.1,20.15,14.05,22.16,CQ098,489,-122.38083,40.55139
63,2018-08-03 17:00:00,NNE,98966.0,100733.53,25.7,15.86,22.54,CQ098,489,-122.38083,40.55139
64,2018-08-03 18:00:00,NNE,99032.0,100800.71,31.37,3.22,22.73,CQ098,489,-122.38083,40.55139
65,2018-08-03 19:00:00,NE,99059.0,100828.19,35.11,6.08,22.52,CQ098,489,-122.38083,40.55139
66,2018-08-03 20:00:00,NE,99032.0,100800.71,38.11,2.31,22.51,CQ098,489,-122.38083,40.55139
67,2018-08-03 21:00:00,NE,98966.0,100733.53,39.95,40.92,22.67,CQ098,489,-122.38083,40.55139
68,2018-08-03 22:00:00,NE,98899.0,100665.33,40.18,77.12,22.52,CQ098,489,-122.38083,40.55139
69,2018-08-03 23:00:00,NE,98832.0,100597.13,39.65,64.05,22.29,CQ098,489,-122.38083,40.55139
70,2018-08-04 00:00:00,NE,98739.0,100502.47,40.77,51.41,22.46,CQ098,489,-122.38083,40.55139
71,2018-08-04 01:00:00,NE,98726.0,100489.24,40.23,65.23,22.8,CQ098,489,-122.38083,40.55139
72,2018-08-04 02:00:00,NE,98726.0,100489.24,36.8,83.34,23.0,CQ098,489,-122.38083,40.55139
73,2018-08-04 03:00:00,NNE,98712.0,100474.99,33.42,75.67,22.48,CQ098,489,-122.38083,40.55139
74,2018-08-04 04:00:00,NNE,98686.0,100448.53,28.28,,22.46,CQ098,489,-122.38083,40.55139
75,2018-08-04 05:00:00,NNE,98699.0,100461.76,25.25,,22.34,CQ098,489,-122.38083,40.55139
76,2018-08-04 06:00:00,NNE,98712.0,100474.99,22.68,,22.07,CQ098,489,-122.38083,40.55139
77,2018-08-04 07:00:00,NNE,98739.0,100502.47,24.36,,21.9,CQ098,489,-122.38083,40.55139
78,2018-08-04 08:00:00,NNE,98752.0,100515.71,23.08,,22.06,CQ098,489,-122.38083,40.55139
79,2018-08-04 09:00:00,NNW,98726.0,100489.24,344.3,,21.21,CQ098,489,-122.38083,40.55139
80,2018-08-04 10:00:00,NNE,98712.0,100474.99,12.59,,19.79,CQ098,489,-122.38083,40.55139
81,2018-08-04 11:00:00,N,98686.0,100448.53,352.1,,18.23,CQ098,489,-122.38083,40.55139
82,2018-08-04 12:00:00,W,98659.0,100421.04,273.3,,17.16,CQ098,489,-122.38083,40.55139
83,2018-08-04 13:00:00,NNE,98646.0,100407.81,16.01,,22.35,CQ098,489,-122.38083,40.55139
84,2018-08-04 14:00:00,NNE,98659.0,100421.04,15.18,,22.06,CQ098,489,-122.38083,40.55139
85,2018-08-04 15:00:00,NNE,98699.0,100461.76,15.68,27.97,22.32,CQ098,489,-122.38083,40.55139
86,2018-08-04 16:00:00,NNE,98766.0,100529.96,18.32,90.7,22.46,CQ098,489,-122.38083,40.55139
87,2018-08-04 17:00:00,NNE,98846.0,100611.38,22.16,84.06,22.31,CQ098,489,-122.38083,40.55139
88,2018-08-04 18:00:00,NNE,98846.0,100611.38,25.83,91.98,22.13,CQ098,489,-122.38083,40.55139
89,2018-08-04 19:00:00,NNE,98859.0,100624.62,29.77,89.41,22.6,CQ098,489,-122.38083,40.55139
90,2018-08-04 20:00:00,NNE,98819.0,100583.9,33.41,70.38,22.8,CQ098,489,-122.38083,40.55139
91,2018-08-04 21:00:00,NE,98779.0,100543.19,38.33,51.26,22.75,CQ098,489,-122.38083,40.55139
92,2018-08-04 22:00:00,NE,98726.0,100489.24,40.63,57.93,22.84,CQ098,489,-122.38083,40.55139
93,2018-08-04 23:00:00,NE,98646.0,100407.81,41.61,46.59,23.15,CQ098,489,-122.38083,40.55139
94,2018-08-05 00:00:00,NE,98606.0,100367.1,40.97,7.47,22.77,CQ098,489,-122.38083,40.55139
95,2018-08-05 01:00:00,NE,98566.0,100326.38,39.86,,22.55,CQ098,489,-122.38083,40.55139
96,2018-08-05 03:00:00,NNE,98579.0,100339.62,33.15,,22.22,CQ098,489,-122.38083,40.55139
97,2018-08-05 04:00:00,NNE,98579.0,100339.62,28.3,,21.7,CQ098,489,-122.38083,40.55139
98,2018-08-05 05:00:00,NNE,98579.0,100339.62,25.28,,21.1,CQ098,489,-122.38083,40.55139
99,2018-08-05 06:00:00,NNE,98592.0,100352.85,22.54,,21.81,CQ098,489,-122.38083,40.55139
100,2018-08-05 07:00:00,NNE,98606.0,100367.1,20.52,,21.83,CQ098,489,-122.38083,40.55139
101,2018-08-05 08:00:00,NNE,98619.0,100380.33,19.3,,21.59,CQ098,489,-122.38083,40.55139
102,2018-08-05 09:00:00,N,98619.0,100380.33,5.26,,18.64,CQ098,489,-122.38083,40.55139
103,2018-08-05 10:00:00,N,98619.0,100380.33,352.9,,18.27,CQ098,489,-122.38083,40.55139
104,2018-08-05 11:00:00,W,98619.0,100380.33,277.0,,17.28,CQ098,489,-122.38083,40.55139
105,2018-08-05 12:00:00,SSE,98632.0,100393.56,152.9,,16.24,CQ098,489,-122.38083,40.55139
106,2018-08-05 13:00:00,NNE,98619.0,100380.33,15.31,,22.28,CQ098,489,-122.38083,40.55139
107,2018-08-05 14:00:00,NNE,98659.0,100421.04,14.6,87.3,22.36,CQ098,489,-122.38083,40.55139
108,2018-08-05 15:00:00,NNE,98739.0,100502.47,15.29,,22.25,CQ098,489,-122.38083,40.55139
109,2018-08-05 16:00:00,NNE,98846.0,100611.38,17.77,85.09,21.95,CQ098,489,-122.38083,40.55139
110,2018-08-05 17:00:00,NNE,98926.0,100692.81,21.62,,22.36,CQ098,489,-122.38083,40.55139
111,2018-08-05 18:00:00,NNE,98979.0,100746.76,26.42,61.53,22.56,CQ098,489,-122.38083,40.55139
112,2018-08-05 19:00:00,NNE,99032.0,100800.71,31.08,66.16,22.47,CQ098,489,-122.38083,40.55139
113,2018-08-05 20:00:00,NNE,99032.0,100800.71,33.72,78.35,22.38,CQ098,489,-122.38083,40.55139
114,2018-08-05 21:00:00,NE,99006.0,100774.24,35.58,84.73,22.86,CQ098,489,-122.38083,40.55139
115,2018-08-05 22:00:00,NE,98952.0,100719.28,38.9,53.19,23.14,CQ098,489,-122.38083,40.55139
116,2018-08-05 23:00:00,NE,98926.0,100692.81,40.91,54.58,23.21,CQ098,489,-122.38083,40.55139
117,2018-08-06 00:00:00,NE,98926.0,100692.81,38.08,66.77,22.99,CQ098,489,-122.38083,40.55139
118,2018-08-06 01:00:00,NE,98912.0,100678.56,36.57,59.32,22.67,CQ098,489,-122.38083,40.55139
119,2018-08-06 02:00:00,NE,98912.0,100678.56,34.33,60.5,22.62,CQ098,489,-122.38083,40.55139
120,2018-08-06 03:00:00,NNE,98926.0,100692.81,30.26,68.68,22.07,CQ098,489,-122.38083,40.55139
121,2018-08-06 04:00:00,NNE,98886.0,100652.1,25.37,,22.13,CQ098,489,-122.38083,40.55139
122,2018-08-06 05:00:00,NNE,98899.0,100665.33,22.28,,22.05,CQ098,489,-122.38083,40.55139
123,2018-08-06 06:00:00,NNE,98912.0,100678.56,20.65,,21.8,CQ098,489,-122.38083,40.55139
124,2018-08-06 07:00:00,NNE,98912.0,100678.56,19.54,,21.54,CQ098,489,-122.38083,40.55139
125,2018-08-06 08:00:00,NNE,98899.0,100665.33,17.93,,22.34,CQ098,489,-122.38083,40.55139
126,2018-08-06 09:00:00,N,98872.0,100637.85,356.2,,16.81,CQ098,489,-122.38083,40.55139
127,2018-08-06 10:00:00,SSW,98872.0,100637.85,210.6,,16.15,CQ098,489,-122.38083,40.55139
128,2018-08-06 11:00:00,W,98872.0,100637.85,259.6,,15.6,CQ098,489,-122.38083,40.55139
129,2018-08-06 12:00:00,W,98872.0,100637.85,275.8,,15.33,CQ098,489,-122.38083,40.55139
130,2018-08-06 13:00:00,NNE,98872.0,100637.85,14.79,,22.15,CQ098,489,-122.38083,40.55139
131,2018-08-06 14:00:00,NNE,98912.0,100678.56,14.37,,21.73,CQ098,489,-122.38083,40.55139
132,2018-08-06 15:00:00,NNE,98966.0,100733.53,14.75,,21.81,CQ098,489,-122.38083,40.55139
133,2018-08-06 16:00:00,NNE,99059.0,100828.19,17.39,54.79,22.12,CQ098,489,-122.38083,40.55139
134,2018-08-06 17:00:00,NNE,99139.0,100909.62,22.2,24.55,22.18,CQ098,489,-122.38083,40.55139
135,2018-08-06 18:00:00,NNE,99179.0,100950.33,28.04,,22.09,CQ098,489,-122.38083,40.55139
136,2018-08-06 19:00:00,NE,99206.0,100977.81,34.37,25.54,22.64,CQ098,489,-122.38083,40.55139
137,2018-08-06 20:00:00,NE,99152.0,100922.85,38.63,11.92,22.81,CQ098,489,-122.38083,40.55139
138,2018-08-06 21:00:00,NE,99086.0,100855.67,40.35,14.04,22.62,CQ098,489,-122.38083,40.55139
139,2018-08-06 22:00:00,NE,98979.0,100746.76,42.52,28.39,22.86,CQ098,489,-122.38083,40.55139
140,2018-08-06 23:00:00,NE,98926.0,100692.81,43.44,50.36,23.1,CQ098,489,-122.38083,40.55139
141,2018-08-07 00:00:00,NE,98886.0,100652.1,40.16,62.66,22.8,CQ098,489,-122.38083,40.55139
142,2018-08-07 01:00:00,NE,98832.0,100597.13,39.11,81.02,22.62,CQ098,489,-122.38083,40.55139
143,2018-08-07 02:00:00,NE,98806.0,100570.67,36.71,82.72,22.92,CQ098,489,-122.38083,40.55139
144,2018-08-07 03:00:00,NNE,98792.0,100556.42,31.65,,22.78,CQ098,489,-122.38083,40.55139
145,2018-08-07 04:00:00,NNE,98766.0,100529.96,26.44,,22.6,CQ098,489,-122.38083,40.55139
146,2018-08-07 05:00:00,NNE,98792.0,100556.42,24.11,,22.29,CQ098,489,-122.38083,40.55139
147,2018-08-07 06:00:00,NNE,98806.0,100570.67,22.71,,22.76,CQ098,489,-122.38083,40.55139
148,2018-08-07 07:00:00,NNE,98819.0,100583.9,21.47,,23.06,CQ098,489,-122.38083,40.55139
149,2018-08-07 08:00:00,NNE,98806.0,100570.67,20.14,,22.86,CQ098,489,-122.38083,40.55139
150,2018-08-07 09:00:00,NW,98752.0,100515.71,309.9,,19.17,CQ098,489,-122.38083,40.55139
151,2018-08-07 10:00:00,E,98699.0,100461.76,98.83,,18.1,CQ098,489,-122.38083,40.55139
152,2018-08-07 11:00:00,SSW,98632.0,100393.56,207.0,,17.17,CQ098,489,-122.38083,40.55139
153,2018-08-07 12:00:00,SW,98592.0,100352.85,214.4,,16.53,CQ098,489,-122.38083,40.55139
154,2018-08-07 13:00:00,NNE,98579.0,100339.62,16.14,,22.36,CQ098,489,-122.38083,40.55139
155,2018-08-07 14:00:00,NNE,98592.0,100352.85,15.8,87.3,22.57,CQ098,489,-122.38083,40.55139
156,2018-08-07 15:00:00,NNE,98619.0,100380.33,16.19,97.23,22.52,CQ098,489,-122.38083,40.55139
157,2018-08-07 16:00:00,NNE,98699.0,100461.76,18.59,97.85,22.37,CQ098,489,-122.38083,40.55139
158,2018-08-07 17:00:00,NNE,98766.0,100529.96,22.22,70.79,22.35,CQ098,489,-122.38083,40.55139
159,2018-08-07 18:00:00,NNE,98832.0,100597.13,27.16,66.98,22.83,CQ098,489,-122.38083,40.55139
160,2018-08-07 19:00:00,NNE,98832.0,100597.13,31.54,80.46,22.94,CQ098,489,-122.38083,40.55139
161,2018-08-07 20:00:00,NE,98779.0,100543.19,34.44,76.5,22.74,CQ098,489,-122.38083,40.55139
162,2018-08-07 21:00:00,NE,98712.0,100474.99,39.06,68.06,23.0,CQ098,489,-122.38083,40.55139
163,2018-08-07 22:00:00,NE,98646.0,100407.81,39.68,84.78,23.22,CQ098,489,-122.38083,40.55139
164,2018-08-07 23:00:00,NE,98579.0,100339.62,39.9,84.42,22.81,CQ098,489,-122.38083,40.55139
165,2018-08-08 00:00:00,NE,98512.0,100271.42,41.56,60.81,22.61,CQ098,489,-122.38083,40.55139
166,2018-08-08 01:00:00,NE,98499.0,100258.19,40.76,65.23,22.96,CQ098,489,-122.38083,40.55139
167,2018-08-08 02:00:00,NE,98499.0,100258.19,37.23,65.59,23.32,CQ098,489,-122.38083,40.55139
168,2018-08-08 03:00:00,NNE,98526.0,100285.67,32.16,61.94,22.98,CQ098,489,-122.38083,40.55139
169,2018-08-08 04:00:00,NNE,98539.0,100298.9,27.28,76.96,22.58,CQ098,489,-122.38083,40.55139
170,2018-08-08 05:00:00,NNE,98579.0,100339.62,24.49,,22.58,CQ098,489,-122.38083,40.55139
171,2018-08-08 06:00:00,NNE,98606.0,100367.1,22.85,,22.41,CQ098,489,-122.38083,40.55139
172,2018-08-08 07:00:00,NNE,98632.0,100393.56,21.7,,22.34,CQ098,489,-122.38083,40.55139
173,2018-08-08 08:00:00,NNE,98619.0,100380.33,20.1,,22.17,CQ098,489,-122.38083,40.55139
174,2018-08-08 09:00:00,W,98566.0,100326.38,269.9,,18.82,CQ098,489,-122.38083,40.55139
175,2018-08-08 10:00:00,W,98539.0,100298.9,276.5,,18.04,CQ098,489,-122.38083,40.55139
176,2018-08-08 11:00:00,WSW,98526.0,100285.67,248.5,,17.11,CQ098,489,-122.38083,40.55139
177,2018-08-08 12:00:00,WSW,98526.0,100285.67,238.6,,16.41,CQ098,489,-122.38083,40.55139
178,2018-08-08 13:00:00,NNE,98552.0,100312.13,15.92,,22.7,CQ098,489,-122.38083,40.55139
179,2018-08-08 14:00:00,NNE,98606.0,100367.1,15.65,96.56,22.63,CQ098,489,-122.38083,40.55139
180,2018-08-08 15:00:00,NNE,98686.0,100448.53,16.08,89.98,22.31,CQ098,489,-122.38083,40.55139
181,2018-08-08 16:00:00,NNE,98792.0,100556.42,18.95,60.19,22.52,CQ098,489,-122.38083,40.55139
182,2018-08-08 17:00:00,NNE,98912.0,100678.56,23.81,29.38,22.86,CQ098,489,-122.38083,40.55139
183,2018-08-08 18:00:00,NNE,98966.0,100733.53,29.51,39.6,22.81,CQ098,489,-122.38083,40.55139
184,2018-08-08 19:00:00,NE,99006.0,100774.24,34.84,46.13,22.69,CQ098,489,-122.38083,40.55139
185,2018-08-08 20:00:00,NE,98979.0,100746.76,38.67,37.71,23.08,CQ098,489,-122.38083,40.55139
186,2018-08-08 21:00:00,NE,98952.0,100719.28,41.69,50.81,23.48,CQ098,489,-122.38083,40.55139
187,2018-08-08 22:00:00,NE,98899.0,100665.33,43.75,51.7,23.33,CQ098,489,-122.38083,40.55139
188,2018-08-08 23:00:00,NE,98846.0,100611.38,44.55,56.02,23.1,CQ098,489,-122.38083,40.55139
189,2018-08-09 00:00:00,NE,98792.0,100556.42,43.73,56.13,23.41,CQ098,489,-122.38083,40.55139
190,2018-08-09 01:00:00,NE,98792.0,100556.42,41.34,56.9,23.43,CQ098,489,-122.38083,40.55139
191,2018-08-09 02:00:00,NE,98806.0,100570.67,37.3,62.56,22.91,CQ098,489,-122.38083,40.55139
192,2018-08-09 03:00:00,NNE,98806.0,100570.67,32.46,79.12,22.21,CQ098,489,-122.38083,40.55139
193,2018-08-09 04:00:00,NNE,98766.0,100529.96,27.63,,22.32,CQ098,489,-122.38083,40.55139
194,2018-08-09 05:00:00,NNE,98792.0,100556.42,24.64,,22.14,CQ098,489,-122.38083,40.55139
195,2018-08-09 06:00:00,NNE,98819.0,100583.9,23.0,,21.63,CQ098,489,-122.38083,40.55139
196,2018-08-09 07:00:00,NNE,98832.0,100597.13,21.78,,22.03,CQ098,489,-122.38083,40.55139
197,2018-08-09 08:00:00,NNE,98819.0,100583.9,20.47,,22.82,CQ098,489,-122.38083,40.55139
198,2018-08-09 09:00:00,WNW,98792.0,100556.42,297.4,,19.4,CQ098,489,-122.38083,40.55139
199,2018-08-09 10:00:00,W,98752.0,100515.71,262.6,,18.56,CQ098,489,-122.38083,40.55139
200,2018-08-09 11:00:00,WSW,98752.0,100515.71,245.4,,17.72,CQ098,489,-122.38083,40.55139
201,2018-08-09 12:00:00,SW,98766.0,100529.96,226.6,,17.13,CQ098,489,-122.38083,40.55139
202,2018-08-09 13:00:00,NNE,98766.0,100529.96,16.84,,22.86,CQ098,489,-122.38083,40.55139
203,2018-08-09 14:00:00,NNE,98792.0,100556.42,16.43,,22.51,CQ098,489,-122.38083,40.55139
204,2018-08-09 15:00:00,NNE,98819.0,100583.9,16.75,87.15,22.69,CQ098,489,-122.38083,40.55139
205,2018-08-09 16:00:00,NNE,98899.0,100665.33,19.47,87.35,22.94,CQ098,489,-122.38083,40.55139
206,2018-08-09 17:00:00,NNE,98966.0,100733.53,23.8,16.3,22.9,CQ098,489,-122.38083,40.55139
207,2018-08-09 18:00:00,NNE,99019.0,100787.47,28.9,40.58,22.77,CQ098,489,-122.38083,40.55139
208,2018-08-09 19:00:00,NNE,99032.0,100800.71,33.17,61.17,23.17,CQ098,489,-122.38083,40.55139
209,2018-08-09 20:00:00,NE,99006.0,100774.24,37.03,46.2,23.45,CQ098,489,-122.38083,40.55139
210,2018-08-09 21:00:00,NE,98952.0,100719.28,40.15,50.1,23.21,CQ098,489,-122.38083,40.55139
211,2018-08-09 22:00:00,NE,98872.0,100637.85,42.36,46.96,22.75,CQ098,489,-122.38083,40.55139
212,2018-08-09 23:00:00,NE,98819.0,100583.9,43.13,52.11,23.22,CQ098,489,-122.38083,40.55139
213,2018-08-10 00:00:00,NE,98766.0,100529.96,42.37,54.79,23.46,CQ098,489,-122.38083,40.55139
214,2018-08-10 01:00:00,NE,98752.0,100515.71,39.74,57.26,23.52,CQ098,489,-122.38083,40.55139
215,2018-08-10 02:00:00,NE,98726.0,100489.24,36.24,59.78,23.12,CQ098,489,-122.38083,40.55139
216,2018-08-10 03:00:00,NNE,98739.0,100502.47,32.31,84.88,22.84,CQ098,489,-122.38083,40.55139
217,2018-08-10 04:00:00,NNE,98752.0,100515.71,28.32,,22.89,CQ098,489,-122.38083,40.55139
218,2018-08-10 05:00:00,NNE,98806.0,100570.67,25.61,,22.8,CQ098,489,-122.38083,40.55139
219,2018-08-10 06:00:00,NNE,98846.0,100611.38,23.85,,22.52,CQ098,489,-122.38083,40.55139
220,2018-08-10 07:00:00,NNE,98846.0,100611.38,22.91,,22.48,CQ098,489,-122.38083,40.55139
221,2018-08-10 08:00:00,NNE,98846.0,100611.38,21.36,,22.71,CQ098,489,-122.38083,40.55139
222,2018-08-10 09:00:00,NNW,98859.0,100624.62,338.3,,20.47,CQ098,489,-122.38083,40.55139
223,2018-08-10 10:00:00,NW,98859.0,100624.62,321.9,,19.95,CQ098,489,-122.38083,40.55139
224,2018-08-10 11:00:00,NNE,98872.0,100637.85,26.62,,19.27,CQ098,489,-122.38083,40.55139
225,2018-08-10 12:00:00,WNW,98886.0,100652.1,294.7,,18.54,CQ098,489,-122.38083,40.55139
226,2018-08-10 13:00:00,NNE,98872.0,100637.85,18.03,,22.28,CQ098,489,-122.38083,40.55139
227,2018-08-10 14:00:00,NNE,98899.0,100665.33,17.77,,22.48,CQ098,489,-122.38083,40.55139
228,2018-08-10 15:00:00,NNE,98952.0,100719.28,18.15,,22.65,CQ098,489,-122.38083,40.55139
229,2018-08-10 16:00:00,NNE,99032.0,100800.71,20.92,22.4,22.84,CQ098,489,-122.38083,40.55139
230,2018-08-10 17:00:00,NNE,99099.0,100868.9,25.58,18.77,23.3,CQ098,489,-122.38083,40.55139
231,2018-08-10 18:00:00,NNE,99139.0,100909.62,30.43,13.3,22.59,CQ098,489,-122.38083,40.55139
232,2018-08-10 19:00:00,NE,99152.0,100922.85,35.12,0.91,22.84,CQ098,489,-122.38083,40.55139
233,2018-08-10 20:00:00,NE,99099.0,100868.9,39.63,65.33,22.94,CQ098,489,-122.38083,40.55139
234,2018-08-10 21:00:00,NE,99046.0,100814.96,42.08,85.35,23.09,CQ098,489,-122.38083,40.55139
235,2018-08-10 22:00:00,NE,98952.0,100719.28,44.01,68.83,23.02,CQ098,489,-122.38083,40.55139
236,2018-08-10 23:00:00,NE,98872.0,100637.85,45.94,57.05,23.53,CQ098,489,-122.38083,40.55139
237,2018-08-11 00:00:00,NE,98792.0,100556.42,45.75,61.22,23.55,CQ098,489,-122.38083,40.55139
238,2018-08-11 01:00:00,NE,98752.0,100515.71,44.86,58.75,23.56,CQ098,489,-122.38083,40.55139
239,2018-08-11 02:00:00,NE,98752.0,100515.71,41.67,57.0,23.59,CQ098,489,-122.38083,40.55139
240,2018-08-11 03:00:00,NE,98792.0,100556.42,35.87,86.99,23.62,CQ098,489,-122.38083,40.55139
